4_digit_NAICS_code,NAICS_title,education,employees,mean_income,10_percent,25_percent,50_percent,75_percent,90_percent
3152,Cut and Sew Apparel Manufacturing,"Some college, no degree","1,500","40,060","24,320","29,750","36,640","47,170","61,910"
3152,Cut and Sew Apparel Manufacturing,High school diploma or equivalent,"32,550","39,280","19,230","22,540","30,590","46,410","70,320"
3152,Cut and Sew Apparel Manufacturing,No formal educational credential,"66,420","23,610","18,310","19,110","20,180","26,050","34,010"
3159,Apparel Accessories and Other Apparel Manufacturing,Bachelor's degree,"1,260","80,810","31,750","43,470","65,080","95,890","149,010"
3159,Apparel Accessories and Other Apparel Manufacturing,Associate's degree,60,"49,240","31,660","34,760","39,930","54,880","62,510"
3159,Apparel Accessories and Other Apparel Manufacturing,"Some college, no degree",170,"35,440","22,670","26,720","32,400","42,150","49,350"
3159,Apparel Accessories and Other Apparel Manufacturing,High school diploma or equivalent,"4,440","32,250","18,960","21,520","26,910","37,310","52,210"
3159,Apparel Accessories and Other Apparel Manufacturing,No formal educational credential,"6,010","23,420","17,770","19,090","20,960","26,730","33,260"
3161,Leather and Hide Tanning and Finishing,Bachelor's degree,270,"93,060","43,490","56,500","79,530","103,260","160,270"
3161,Leather and Hide Tanning and Finishing,"Some college, no degree",60,"37,160","22,040","25,850","36,140","43,850","53,840"
3161,Leather and Hide Tanning and Finishing,High school diploma or equivalent,"2,680","33,470","18,430","22,760","30,510","38,300","53,600"
3161,Leather and Hide Tanning and Finishing,No formal educational credential,800,"30,450","20,740","24,300","29,370","35,340","40,140"
3162,Footwear Manufacturing,Bachelor's degree,"2,200","91,820","39,730","53,280","77,590","113,110","160,410"
3162,Footwear Manufacturing,Associate's degree,60,"59,450","32,810","40,440","56,590","74,820","91,500"
3162,Footwear Manufacturing,"Some college, no degree",180,"35,430","23,680","26,550","30,260","41,850","54,310"
3162,Footwear Manufacturing,High school diploma or equivalent,"8,840","32,920","18,590","22,460","28,800","37,100","51,090"
3162,Footwear Manufacturing,No formal educational credential,"1,820","24,460","17,120","19,070","23,300","28,890","34,450"
3169,Other Leather and Allied Product Manufacturing,Bachelor's degree,"1,140","89,730","41,690","54,120","73,560","101,830","157,410"
3169,Other Leather and Allied Product Manufacturing,Associate's degree,30,"47,560","30,990","36,560","44,510","56,100","71,830"
3169,Other Leather and Allied Product Manufacturing,"Some college, no degree",150,"41,140","25,320","29,450","38,640","49,170","60,140"
3169,Other Leather and Allied Product Manufacturing,High school diploma or equivalent,"6,950","31,890","19,050","21,490","26,950","36,830","51,260"
3169,Other Leather and Allied Product Manufacturing,No formal educational credential,"4,000","24,330","18,100","19,350","22,780","27,720","33,010"
3211,Sawmills and Wood Preservation,Bachelor's degree,"4,670","81,490","39,470","51,170","69,110","97,290","136,260"
3211,Sawmills and Wood Preservation,Associate's degree,130,"48,950","28,950","34,950","47,260","62,530","73,580"
3211,Sawmills and Wood Preservation,Postsecondary nondegree award,"3,330","38,240","25,220","29,540","36,280","45,550","55,800"
3211,Sawmills and Wood Preservation,"Some college, no degree",760,"35,400","21,770","27,280","33,750","41,870","51,090"
3211,Sawmills and Wood Preservation,High school diploma or equivalent,"56,430","35,930","20,200","24,970","32,900","42,900","55,900"
3211,Sawmills and Wood Preservation,No formal educational credential,"26,220","26,960","17,800","20,480","25,350","31,580","38,640"
3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",Bachelor's degree,"5,160","79,080","39,230","51,840","70,860","96,240","127,850"
3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",Associate's degree,"1,280","47,560","32,080","38,090","46,090","56,180","66,850"
3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",Postsecondary nondegree award,"2,100","37,450","25,570","31,260","36,300","43,640","51,350"
3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing","Some college, no degree",620,"37,270","24,670","30,240","35,840","42,740","51,180"
3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",High school diploma or equivalent,"51,250","35,480","20,490","25,050","32,250","42,440","55,150"
3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",No formal educational credential,"13,060","29,220","19,040","22,270","28,410","35,590","40,840"
3219,Other Wood Product Manufacturing,Bachelor's degree,"13,200","85,380","37,430","50,490","70,770","98,570","150,550"
3219,Other Wood Product Manufacturing,Associate's degree,"1,750","46,720","30,970","35,670","43,660","54,760","68,670"
3219,Other Wood Product Manufacturing,Postsecondary nondegree award,"5,140","36,420","25,040","29,160","34,910","41,560","50,450"
3219,Other Wood Product Manufacturing,"Some college, no degree","2,230","37,740","22,230","28,850","36,160","45,300","55,940"
3219,Other Wood Product Manufacturing,High school diploma or equivalent,"157,270","32,820","19,660","23,150","29,300","37,960","49,910"
3219,Other Wood Product Manufacturing,No formal educational credential,"34,750","26,920","18,130","20,680","24,810","30,820","38,310"
3221,"Pulp, Paper, and Paperboard Mills",Bachelor's degree,"11,350","93,580","48,020","64,100","85,870","113,350","146,970"
3221,"Pulp, Paper, and Paperboard Mills",Associate's degree,"1,120","54,110","34,670","42,480","53,130","63,460","76,670"
3221,"Pulp, Paper, and Paperboard Mills",Postsecondary nondegree award,"2,630","55,760","35,860","45,530","56,540","67,040","75,520"
3221,"Pulp, Paper, and Paperboard Mills","Some college, no degree",670,"46,610","29,470","35,590","43,950","54,790","68,620"
3221,"Pulp, Paper, and Paperboard Mills",High school diploma or equivalent,"71,020","50,350","28,050","37,380","48,720","61,420","74,650"
3221,"Pulp, Paper, and Paperboard Mills",No formal educational credential,"15,040","36,200","20,700","26,250","35,530","45,380","53,540"
3222,Converted Paper Product Manufacturing,Doctoral or professional degree,30,"175,030","89,100","107,500","145,880",,
3222,Converted Paper Product Manufacturing,Bachelor's degree,"27,530","95,900","43,950","58,930","81,330","115,400","164,860"
3222,Converted Paper Product Manufacturing,Associate's degree,"1,770","53,140","33,290","40,880","50,880","63,040","76,720"
3222,Converted Paper Product Manufacturing,Postsecondary nondegree award,"6,430","41,460","26,970","33,120","39,780","48,570","58,980"
3222,Converted Paper Product Manufacturing,"Some college, no degree","2,810","41,440","26,760","32,440","39,480","49,010","59,760"
3222,Converted Paper Product Manufacturing,High school diploma or equivalent,"183,820","41,540","22,360","29,060","37,700","48,620","62,400"
3222,Converted Paper Product Manufacturing,No formal educational credential,"46,590","30,230","19,360","22,860","29,270","36,530","43,780"
3231,Printing and Related Support Activities,Doctoral or professional degree,140,"146,780","56,260","67,010","115,520",,
3231,Printing and Related Support Activities,Bachelor's degree,"60,480","75,300","30,990","40,270","59,690","90,970","136,800"
3231,Printing and Related Support Activities,Associate's degree,"2,450","44,070","25,240","31,360","39,890","54,500","68,320"
3231,Printing and Related Support Activities,Postsecondary nondegree award,"21,470","40,800","24,630","31,190","39,110","48,930","59,700"
3231,Printing and Related Support Activities,"Some college, no degree","8,940","39,720","23,140","29,710","37,550","47,480","59,220"
3231,Printing and Related Support Activities,High school diploma or equivalent,"304,460","39,690","20,770","26,670","35,430","47,270","61,780"
3231,Printing and Related Support Activities,No formal educational credential,"54,110","26,720","18,290","20,360","24,980","31,010","38,060"
3241,Petroleum and Coal Products Manufacturing,Doctoral or professional degree,40,"152,430","70,280","100,850","126,120",,
3241,Petroleum and Coal Products Manufacturing,Master's degree,60,"118,960","71,160","88,320","114,650","142,230","180,040"
3241,Petroleum and Coal Products Manufacturing,Bachelor's degree,"24,210","108,930","52,790","72,290","99,410","131,790","176,810"
3241,Petroleum and Coal Products Manufacturing,Associate's degree,"3,690","63,630","32,590","43,720","60,750","77,580","98,890"
3241,Petroleum and Coal Products Manufacturing,Postsecondary nondegree award,"2,700","50,600","31,250","36,180","45,090","60,610","84,470"
3241,Petroleum and Coal Products Manufacturing,"Some college, no degree",990,"45,630","25,850","32,890","41,860","54,140","70,660"
3241,Petroleum and Coal Products Manufacturing,High school diploma or equivalent,"71,690","61,340","29,660","39,890","57,890","77,800","98,150"
3241,Petroleum and Coal Products Manufacturing,No formal educational credential,"7,150","41,480","20,610","26,300","35,800","48,710","78,000"
3251,Basic Chemical Manufacturing,Doctoral or professional degree,830,"88,990","46,640","58,080","77,630","107,940","150,140"
3251,Basic Chemical Manufacturing,Master's degree,30,"88,840","61,730","73,980","88,300","100,050","122,530"
3251,Basic Chemical Manufacturing,Bachelor's degree,"34,310","98,730","48,690","65,870","89,710","120,970","157,800"
3251,Basic Chemical Manufacturing,Associate's degree,"7,690","55,540","31,900","40,590","52,820","68,270","83,240"
3251,Basic Chemical Manufacturing,Postsecondary nondegree award,"6,230","49,620","30,900","39,170","46,850","59,740","73,090"
3251,Basic Chemical Manufacturing,"Some college, no degree","1,200","44,440","27,650","34,230","42,050","51,400","63,050"
3251,Basic Chemical Manufacturing,High school diploma or equivalent,"90,450","55,700","28,840","38,150","52,730","70,020","87,380"
3251,Basic Chemical Manufacturing,No formal educational credential,"7,760","33,160","18,910","23,200","30,180","39,060","52,160"
3252,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",Doctoral or professional degree,100,"160,260","47,560","77,160","157,020",,
3252,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",Bachelor's degree,"21,410","101,150","53,010","69,200","93,290","123,760","156,650"
3252,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",Associate's degree,"4,720","60,160","36,150","45,930","58,440","72,300","84,460"
3252,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",Postsecondary nondegree award,990,"58,060","35,850","50,080","58,650","69,130","76,630"
3252,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing","Some college, no degree",670,"45,990","28,770","34,200","41,590","51,860","72,160"
3252,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",High school diploma or equivalent,"60,960","50,480","25,020","33,260","47,810","64,400","77,940"
3252,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",No formal educational credential,"3,800","31,830","19,440","22,400","28,560","38,360","49,330"
3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Doctoral or professional degree,440,"104,440","63,850","75,740","97,660","133,290","150,230"
3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Bachelor's degree,"7,130","95,030","45,440","62,140","84,890","117,620","155,100"
3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Associate's degree,950,"55,190","31,830","40,100","52,460","69,940","82,690"
3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Postsecondary nondegree award,"1,220","42,120","26,900","31,920","39,210","49,500","64,110"
3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing","Some college, no degree",450,"38,690","24,540","28,800","36,450","46,860","58,900"
3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",High school diploma or equivalent,"22,930","50,050","23,860","31,860","47,120","62,620","81,210"
3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",No formal educational credential,"3,890","33,190","18,880","22,690","29,520","40,330","55,480"
3254,Pharmaceutical and Medicine Manufacturing,Doctoral or professional degree,"11,790","108,650","48,240","66,510","98,610","137,050","183,930"
3254,Pharmaceutical and Medicine Manufacturing,Master's degree,890,"104,910","43,300","59,850","96,260","136,730","180,410"
3254,Pharmaceutical and Medicine Manufacturing,Bachelor's degree,"108,100","98,090","44,470","60,320","85,830","120,970","165,720"
3254,Pharmaceutical and Medicine Manufacturing,Associate's degree,"12,830","51,710","29,950","37,630","48,480","62,370","78,440"
3254,Pharmaceutical and Medicine Manufacturing,Postsecondary nondegree award,950,"57,760","34,190","43,510","56,880","70,320","80,450"
3254,Pharmaceutical and Medicine Manufacturing,"Some college, no degree","2,560","48,730","30,330","36,000","45,330","58,370","74,060"
3254,Pharmaceutical and Medicine Manufacturing,High school diploma or equivalent,"128,940","43,200","22,210","28,460","38,740","53,500","70,670"
