city,state,no_schooling,nursery_school,kindergarten,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th_no_diploma,hs_diploma,GED_or_alternative_credential,college_less_than_year,college_more_than_year_no_degree,associate_degree,bachelor_degree,master_degree,professional_degree,doctorate_degree,computers_mathematics_statistics,biological_agricultural_environmental_sciences,physical_related_sciences,psychology,social_sciences,engineering,multidisciplinary,science_engineering_related,business,education,literature_languages,liberal_arts_history,visual_performing_arts,communications,other
Auburn,NE,2,0,0,0,0,0,0,0,10,0,18,27,13,20,25,651,95,106,414,294,479,131,23,5,7,26,20,49,17,63,0,52,164,213,25,0,41,8,42
Auburn,NY,144,0,0,0,1,27,45,0,8,67,245,431,992,723,432,5262,1478,1628,2859,3244,3038,1554,390,129,104,242,158,342,622,196,64,419,638,1118,455,335,160,175,455
Auburn--North Auburn,CA,328,0,0,33,0,11,24,108,157,97,193,170,207,795,387,5396,763,2020,4712,2883,4347,1720,500,382,192,454,192,435,968,530,90,662,1147,667,544,474,305,274,527
Augusta,KS,24,0,10,0,0,0,7,0,9,9,106,31,114,208,82,1493,328,441,1235,440,912,379,15,8,34,101,18,37,82,75,8,300,353,284,52,75,7,15,15
Augusta,ME,246,7,8,0,7,0,7,44,94,125,420,254,298,152,123,4217,1067,1317,2372,1083,2952,1024,177,151,286,337,137,391,401,242,0,395,728,740,289,360,191,117,252
Augusta-Richmond County,GA,2819,33,26,244,341,515,161,534,1695,1883,3590,4511,7171,6264,5045,61451,12187,16427,42984,22145,44138,18570,5454,4264,2772,5817,3556,4162,4825,6373,455,9584,14643,10014,2660,3628,1844,2398,4479
Aumsville,OR,17,0,0,0,0,6,0,0,23,18,51,46,86,37,26,645,151,138,547,292,195,48,0,1,0,44,4,31,47,0,0,18,35,36,0,1,19,9,11
Aurora,MO,41,0,0,0,0,7,0,0,28,36,109,224,403,246,191,1514,298,331,914,209,593,121,0,1,19,17,0,29,0,31,0,149,162,160,49,71,15,6,14
Aurora,NE,30,0,0,0,0,0,0,0,0,0,28,0,38,70,19,828,125,336,470,297,555,179,30,36,37,118,7,7,10,40,7,132,93,277,8,79,43,0,0
Au Sable,MI,40,0,0,0,0,0,0,0,0,0,57,72,168,177,64,1407,201,503,907,339,510,196,46,21,21,48,7,31,34,70,0,119,166,203,18,46,20,16,18
Austin,MN,334,0,0,1,14,12,24,93,155,171,186,343,205,480,333,4288,540,1214,2566,1855,2335,644,206,137,112,330,71,114,224,150,0,499,708,734,111,161,134,74,206
Austin,TX,12225,136,133,653,1525,3326,3072,3674,17264,4063,8017,15040,10623,12201,12868,143477,29047,52550,149504,62150,286184,110224,25579,19264,30093,24396,16564,22066,43223,47819,4653,31430,88622,41086,27440,24340,23695,29062,21401
Ava,MO,0,0,0,0,0,0,6,0,0,0,126,50,58,113,0,735,98,133,356,154,94,68,13,0,10,0,21,0,6,0,0,0,24,106,0,8,0,0,0
Avalon,CA,0,0,11,0,0,18,9,0,234,0,32,100,49,68,19,694,31,35,427,116,256,108,36,51,0,20,38,25,68,19,17,33,49,96,57,42,0,28,0
Avenal,CA,337,1,0,221,213,146,107,80,461,138,342,583,447,1053,542,1334,908,345,1265,280,227,86,6,0,8,6,8,5,25,15,0,19,115,68,5,27,13,9,17
Avon,NY,18,0,0,0,0,8,0,0,0,0,0,17,40,91,38,814,209,239,357,521,495,299,31,108,45,34,49,76,88,43,0,125,122,151,77,101,7,24,98
Avondale--Goodyear,AZ,2407,31,26,56,232,197,245,373,1607,448,1944,2195,2341,2670,2487,26520,4635,10779,26563,11720,19346,8611,1529,984,1255,1409,715,1387,1847,2575,316,3849,7773,5435,794,1409,846,763,1948
Avra Valley,AZ,64,0,0,0,0,0,0,4,60,0,17,13,35,156,20,497,248,230,405,253,245,112,0,0,23,62,0,0,0,30,15,46,79,32,47,0,23,23,0
Aztec,NM,165,0,0,0,8,0,75,12,43,0,159,83,282,85,107,1415,288,534,1181,394,373,217,77,24,4,47,10,91,46,11,0,41,64,254,51,44,15,14,35
Bad Axe,MI,47,0,0,11,0,0,0,15,0,5,68,34,65,17,68,807,113,226,376,150,168,149,64,0,7,30,5,9,13,9,0,50,90,103,17,15,0,30,15
Bainbridge,GA,182,0,0,0,31,32,11,3,57,83,219,168,379,312,74,2224,412,327,1204,492,887,477,62,114,47,69,0,100,137,13,0,87,278,551,25,103,39,0,145
Baker City,OR,37,0,7,0,0,0,12,4,9,16,51,66,137,271,119,1694,486,673,1148,538,846,294,29,48,29,190,35,85,123,17,4,140,180,215,24,88,51,35,131
Bakersfield,CA,9491,73,53,662,1600,4147,1865,2237,14185,1681,4969,7636,7570,10533,11128,74074,11257,22142,55451,23148,36691,12401,3993,2167,1621,4319,2305,2924,4411,3815,376,5939,10979,7116,2676,4785,1505,1600,4116
Bald Knob,AR,21,0,0,0,0,0,8,9,16,33,56,111,80,38,77,492,155,108,197,70,136,79,0,0,6,33,0,31,0,0,0,0,43,54,0,43,0,11,8
Baldwin,WI,43,0,0,0,0,0,3,4,0,0,42,42,13,48,76,1210,67,241,737,697,454,169,34,0,8,97,26,35,41,47,0,85,108,137,13,11,26,17,40
Baldwin City,KS,16,0,0,0,0,0,0,0,0,0,0,0,15,47,23,611,83,258,285,165,687,190,0,59,14,140,34,76,64,30,0,37,88,241,58,23,45,90,77
Ballinger,TX,34,0,0,5,0,12,0,33,14,72,76,32,64,96,51,760,235,267,257,16,277,64,0,0,19,70,9,9,33,9,0,64,57,86,0,9,0,0,19
Baltimore,MD,14289,269,193,477,865,1774,1519,2446,9734,6759,17547,21565,34119,32628,24653,341205,54156,90034,207754,96416,319376,178711,43109,32637,39621,39205,21574,32402,61662,48440,5214,55281,108857,61219,32788,33927,23458,22475,32807
Baltimore,OH,27,0,0,0,0,0,7,0,0,2,18,15,18,45,67,759,108,232,387,177,195,40,3,3,15,15,8,0,21,0,0,62,24,37,28,13,20,11,18
Bamberg,SC,60,0,0,4,0,43,0,12,15,5,3,30,53,172,81,559,25,66,355,246,291,187,21,0,0,68,5,0,20,13,0,25,87,210,22,47,13,0,11
Bandon,OR,0,0,0,0,0,0,0,0,0,0,37,24,47,13,176,534,34,344,525,197,348,163,2,52,0,19,64,25,88,18,18,53,41,20,4,58,2,0,227
Bangor,ME,326,0,0,2,4,30,30,50,117,155,515,281,594,559,296,8918,1940,2000,6102,3966,7072,3166,701,988,337,1479,466,661,1098,728,56,1262,1635,1950,1031,660,478,509,636
Baraboo,WI,77,0,0,1,0,0,0,24,21,15,163,104,348,243,308,2801,558,773,1205,862,1500,405,68,51,75,246,31,113,85,70,4,272,425,401,85,88,130,92,174
Barbourville,KY,36,0,0,0,0,22,58,0,24,6,433,89,254,119,71,1211,348,271,587,212,295,136,68,88,0,10,0,56,46,0,6,76,87,163,119,85,0,15,49
Bardstown,KY,119,0,0,0,14,0,0,3,29,74,210,183,463,439,206,4347,730,1130,1356,1258,1220,754,177,69,94,134,43,143,96,133,0,215,456,481,95,136,52,93,206
Bar Harbor,ME,13,0,0,0,0,0,0,0,0,0,47,0,0,8,8,356,31,85,152,84,572,324,41,12,18,93,22,0,45,54,0,155,189,179,54,65,59,15,47
Barnesville,GA,46,0,0,0,0,0,0,10,8,76,45,33,190,144,67,998,266,374,649,176,386,155,10,48,7,34,0,39,49,26,9,42,161,156,22,11,7,7,50
Barnesville,OH,0,0,0,0,0,0,0,0,0,22,22,10,118,25,114,1406,49,243,342,125,341,62,0,0,44,20,9,17,0,51,0,103,56,85,34,11,0,0,14
Barnstable Town,MA,744,11,0,57,20,34,66,74,358,251,1196,1362,1667,1959,1975,44250,5099,12781,25990,18066,40264,20944,4009,3404,2249,4246,2729,4187,7034,4701,418,6887,11565,11137,4782,4725,2848,1990,3936
Barnwell,SC,77,0,11,0,0,29,0,18,21,12,19,71,38,92,28,569,18,191,383,263,280,72,9,23,0,51,26,0,14,14,0,31,60,144,33,13,5,0,3
Barre--Montpelier,VT,66,10,0,0,29,11,18,0,35,47,236,144,97,184,282,4521,406,854,1844,1194,3040,1585,290,216,130,392,123,378,535,141,35,441,657,754,660,601,456,113,189
Barron,WI,16,0,0,0,0,0,0,0,57,3,55,95,99,122,0,769,59,93,369,161,163,42,0,0,0,12,0,0,2,0,0,13,37,108,0,2,0,15,18
Barrow,AK,0,0,0,0,0,0,8,5,0,10,52,59,60,40,31,675,140,151,441,60,161,89,9,9,9,9,3,9,29,17,1,45,32,68,27,5,10,7,14
Barstow,CA,281,0,0,42,12,24,152,8,371,80,124,359,477,1091,539,5106,773,1547,3135,1532,1151,654,52,92,45,116,14,115,333,35,17,189,257,355,157,241,59,18,134
Bartlesville,OK,130,0,9,0,0,7,0,12,103,56,175,454,565,584,422,7142,1271,1602,4321,2053,5227,1788,155,409,601,287,438,387,235,939,108,482,2048,1513,168,297,204,152,314
Bartlett,TX,11,0,0,0,0,3,8,2,32,10,29,56,37,18,61,281,70,33,120,22,66,15,0,0,6,3,3,8,13,9,0,6,18,9,0,10,0,3,3
Basalt--El Jebel,CO,62,0,0,0,37,178,26,56,209,7,86,200,146,47,151,1023,0,259,663,430,1813,500,87,27,87,181,84,121,482,97,0,171,367,216,128,117,249,81,321
Basehor,KS,47,0,0,0,0,46,0,0,0,0,0,0,41,0,25,721,123,170,378,206,443,304,35,0,18,37,0,18,13,35,18,159,179,222,0,14,33,41,30
Bastrop,LA,95,0,14,0,0,23,16,40,52,87,341,155,388,404,170,3155,594,429,1152,487,752,182,94,9,71,55,8,0,7,10,7,185,292,125,14,149,35,32,82
Bastrop,TX,217,0,0,0,37,0,6,47,256,248,63,210,340,157,87,1831,747,1033,1669,850,1103,498,118,68,83,118,24,107,173,119,0,129,310,314,37,213,56,81,90
Batavia,NY,100,0,0,0,0,26,28,0,19,58,96,131,314,317,118,3362,651,760,1748,1450,1496,948,82,66,139,82,98,265,246,89,0,254,350,600,204,133,82,79,184
Batesburg-Leesville,SC,55,0,0,0,24,3,11,34,86,28,36,67,176,224,23,947,128,199,388,164,260,237,0,19,7,0,0,15,60,22,0,29,136,161,8,26,0,16,61
Batesville,AR,50,0,0,0,4,25,24,74,112,12,411,165,163,142,205,2054,645,645,888,498,953,363,47,136,0,147,114,37,33,126,0,204,311,350,84,110,7,33,44
Batesville,IN,9,0,0,0,0,2,0,0,0,0,90,48,80,23,7,1531,138,390,661,480,1152,376,17,46,9,71,10,65,52,111,0,112,550,398,41,45,50,83,37
Batesville,MS,174,0,0,0,0,0,0,45,0,27,30,286,6,72,55,907,122,272,477,456,797,225,93,15,17,93,15,23,12,24,0,120,294,362,0,52,0,0,147
Bath,NY,51,0,0,0,0,0,0,0,4,42,103,54,63,120,143,1882,380,362,588,546,485,298,74,12,0,42,0,68,103,55,0,139,57,271,15,42,29,34,75
Baton Rouge,LA,3386,0,68,144,176,546,485,1271,1973,1627,3457,5001,8604,10585,6101,97804,13424,21218,65183,21948,77397,27557,6773,5906,4220,8077,4266,4679,6861,10404,483,13703,24703,18090,3875,8884,4259,4240,7166
Battle Creek,MI,445,0,28,0,31,25,38,31,218,179,663,946,1104,1194,685,14982,3187,4968,8319,4246,6809,2451,506,278,417,596,345,595,512,707,88,1078,2137,1951,493,604,324,319,718
Battlement Mesa,CO,89,0,0,0,0,2,0,0,69,36,22,104,95,127,22,705,234,397,462,368,414,119,53,8,41,54,24,69,55,7,13,14,77,136,18,8,20,0,137
Battle Mountain,NV,92,0,1,0,0,0,0,1,55,2,65,29,30,5,108,606,62,211,380,229,127,46,0,42,41,29,7,1,11,78,0,14,28,6,0,0,0,0,0
Baxley,GA,41,0,0,0,29,0,13,39,19,23,133,92,227,57,39,1411,256,165,390,43,435,82,124,0,18,19,0,0,28,34,0,114,162,135,0,0,0,0,131
Baxter Springs,KS,54,0,0,0,0,0,0,0,10,11,75,12,42,91,38,905,196,339,573,341,455,155,27,5,35,15,31,34,18,17,0,57,67,238,15,42,29,8,51
Bayard,NM,12,0,0,0,8,22,15,39,31,56,145,97,121,81,15,964,105,106,525,213,194,76,0,0,0,0,0,23,11,9,0,25,22,116,0,17,23,0,37
Bay City,MI,559,21,0,10,0,26,22,58,159,85,575,759,1350,1385,509,14969,1998,4311,7860,5290,5870,2173,430,315,396,438,259,387,599,545,37,1151,2062,1777,333,410,276,159,794
Bay City,TX,386,0,0,8,48,131,4,50,526,91,187,220,476,296,281,3114,930,604,1792,644,1410,356,66,47,116,120,27,40,44,196,0,140,481,550,47,50,26,3,107
Bayfield,CO,0,0,0,0,0,0,0,0,40,0,0,21,24,5,41,378,62,180,221,157,340,92,25,0,5,35,6,26,45,29,0,0,139,73,42,11,15,25,34
Bay Minette,AL,78,0,0,0,0,0,74,0,65,9,76,93,277,219,108,1397,280,290,813,356,612,216,17,33,22,71,13,20,50,52,0,147,162,291,30,38,0,54,9
Bealeton,VA,52,0,0,0,0,0,0,92,55,15,132,43,154,169,15,1219,253,546,436,235,648,243,49,21,123,85,46,34,92,23,10,47,140,102,16,116,55,33,99
Beardstown,IL,73,0,0,0,0,0,11,18,50,0,164,225,114,105,127,1584,239,354,348,105,345,132,37,0,39,34,20,30,29,14,6,44,141,110,0,21,22,13,29
Beatrice,NE,302,0,0,0,0,7,0,11,62,8,134,57,92,196,225,2501,413,721,1215,983,1185,325,105,61,59,164,22,119,104,55,8,107,356,549,53,93,37,66,79
Beaufort--Port Royal,SC,155,0,0,38,0,66,5,7,94,89,281,443,650,640,357,6244,895,2087,5153,2712,4556,2752,567,489,300,416,268,471,711,292,143,555,1818,1320,421,506,612,465,585
Beaumont,TX,1073,9,12,27,106,277,315,263,1071,514,1362,1934,2004,3245,1029,26958,4326,6298,17774,6530,14116,4681,923,710,549,1330,812,818,962,2501,142,2174,3997,3663,553,1058,603,682,1482
Beaver,UT,0,0,0,0,0,0,0,0,8,0,22,19,19,12,22,459,108,127,319,149,235,62,0,13,0,40,23,0,20,7,0,27,31,127,5,0,0,0,53
Beaver Dam,KY,78,0,0,6,2,2,4,18,40,138,305,116,113,171,107,1199,470,201,504,285,181,209,42,24,21,20,15,0,51,0,14,66,48,140,33,29,25,5,70
Beaver Dam,WI,58,0,0,0,0,19,2,0,77,24,315,173,197,282,357,4159,621,743,1841,1273,1576,644,228,66,41,227,84,93,92,148,0,246,466,792,129,128,63,42,181
Becker,MN,70,0,0,0,0,0,0,0,16,0,17,0,0,9,48,401,58,157,568,411,521,26,26,0,15,31,40,0,46,50,0,96,78,171,18,12,0,64,39
Beckley,WV,460,0,0,16,3,31,20,41,236,430,1420,1191,1651,1610,655,13239,3547,2625,6451,3083,5521,2347,418,241,358,510,362,379,416,445,53,1158,1638,2242,171,414,175,121,803
Bedford,IN,149,0,0,0,0,0,0,0,54,26,235,234,385,293,130,3352,779,642,1708,972,677,288,78,27,35,27,8,37,129,52,0,176,195,314,6,109,12,6,66
Bedford,NY,20,0,0,0,0,0,0,0,0,0,7,0,0,9,10,133,0,35,82,150,695,336,196,49,17,56,40,63,177,95,31,59,303,157,58,122,94,84,37
Bedford,PA,37,0,0,3,0,0,0,0,10,0,42,54,76,67,56,1402,175,135,335,226,382,193,74,18,26,29,11,14,52,27,0,67,94,249,0,25,19,7,77
Bedford,VA,32,0,49,21,0,10,0,0,72,54,118,100,122,140,84,1279,269,266,603,295,667,298,42,0,16,48,15,12,120,60,0,70,64,308,81,69,85,44,49
Beebe,AR,41,0,0,0,0,53,0,13,14,31,0,135,168,162,95,1377,381,255,592,339,299,112,79,84,0,90,12,0,15,29,0,54,86,199,23,0,86,12,0
Beecher,IL,0,0,0,0,0,0,0,0,0,8,20,46,48,10,32,1093,161,272,498,354,300,107,17,0,15,23,32,31,58,32,0,42,26,123,0,8,22,12,27
Beeville,TX,203,0,8,8,19,62,74,86,174,238,281,637,700,686,33,2421,1303,662,2105,835,727,250,47,88,11,55,53,33,97,77,32,67,200,204,56,130,33,12,93
Belding,MI,93,0,0,20,0,0,0,9,0,9,49,120,117,161,81,1272,231,403,606,213,331,49,0,10,26,23,0,27,3,7,0,96,83,88,17,31,9,0,44
Belfair,WA,0,0,0,0,58,43,0,49,0,52,15,12,0,28,69,377,13,178,461,223,128,0,0,0,0,28,0,0,16,0,0,0,21,26,0,19,0,18,0
Belfast,ME,33,0,0,0,0,0,0,0,0,0,37,40,41,8,40,395,103,199,256,106,660,411,123,110,37,108,100,26,140,43,0,93,125,162,304,118,105,39,10
Belgrade,MT,27,0,0,0,0,0,0,0,0,0,0,11,133,48,51,2047,462,693,1805,615,1978,698,82,44,165,540,168,34,103,208,0,403,384,420,80,114,162,56,128
Bellefontaine,OH,82,0,0,0,0,0,0,0,0,14,113,188,192,352,133,3450,444,389,912,557,975,424,50,63,6,121,63,67,38,166,0,201,217,305,70,101,18,42,155
Bellefonte,PA,58,0,0,0,19,0,0,10,4,26,84,90,148,143,159,3462,307,612,791,1122,1864,495,64,114,116,127,87,85,314,121,37,245,366,436,138,69,112,118,405
Belle Fourche,SD,19,0,0,0,0,0,0,0,0,2,62,70,127,103,0,951,318,260,697,356,441,91,3,5,3,46,0,18,87,9,0,86,106,181,0,23,12,27,40
Belle Glade,FL,445,0,0,30,73,300,154,313,770,308,547,785,911,728,570,4195,1224,783,1456,798,938,470,85,58,47,93,38,90,26,41,22,49,485,421,51,61,11,32,92
Belle Plaine,MN,53,0,0,0,0,0,0,0,0,0,63,3,63,0,89,1361,91,250,722,433,938,181,14,13,0,71,7,94,41,191,0,107,166,345,57,81,80,14,50
Bellevue,IA,24,0,0,0,0,0,0,0,0,0,88,12,14,22,10,649,75,214,176,155,256,96,14,0,4,10,0,5,5,11,0,39,91,142,26,13,16,3,16
Bellevue,OH,22,0,0,0,0,0,6,0,0,0,39,52,85,95,115,2109,232,525,849,587,508,192,8,30,8,0,11,48,45,39,0,104,158,229,0,33,66,30,38
Bellingham,WA,862,0,9,0,134,145,3,19,223,211,238,505,1048,805,1340,11355,2788,5605,11955,7788,18559,6201,1689,1644,1186,2221,1527,1864,3272,1700,118,2601,3706,3630,2265,2051,1751,1168,1620
Bellows Falls,VT,0,0,0,0,0,0,0,0,0,0,55,23,61,84,89,1148,248,342,578,244,590,212,18,2,36,23,20,69,107,47,13,42,106,157,71,110,52,0,33
Bells,TN,101,0,0,0,0,0,0,4,28,48,106,119,130,176,72,958,244,202,475,131,302,72,0,5,0,31,6,13,15,0,0,16,124,110,11,9,14,28,33
Bellville,TX,68,0,0,0,0,13,0,0,0,0,60,20,91,36,10,622,159,97,654,274,550,240,23,0,27,103,0,39,48,22,13,0,139,272,0,51,4,19,76
Beloit,KS,0,0,0,0,0,0,0,0,0,11,34,14,19,1,11,588,80,252,341,219,394,198,39,7,0,137,9,15,9,51,0,58,117,147,26,27,13,18,51
Beloit,WI,398,0,0,24,0,130,70,62,374,124,809,910,1106,1372,992,12838,2363,2862,5620,3302,4663,2039,222,400,263,396,251,370,609,535,32,751,1199,1613,462,596,275,175,525
Belterra,TX,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,246,24,70,415,283,1257,562,167,172,92,160,107,33,285,330,30,257,552,182,77,56,10,121,30
Belton,SC,22,0,0,0,1,20,23,0,91,23,99,127,257,221,45,1150,235,309,386,237,443,145,15,34,0,8,0,26,23,46,0,73,204,168,0,51,7,0,60
Belvidere,NJ,13,0,0,0,0,0,0,5,8,10,27,68,60,54,54,980,170,238,517,162,514,174,33,1,59,62,20,63,56,31,0,57,118,156,16,54,19,34,23
Belzoni,MS,77,0,0,0,0,21,15,20,23,104,162,163,175,230,134,713,205,88,507,79,179,155,13,7,10,13,0,6,0,7,0,18,97,150,11,3,22,0,42
Bemidji,MN,21,0,0,0,0,0,0,0,20,27,143,81,107,196,42,1492,331,542,1425,1040,1761,431,59,262,79,142,42,219,111,127,6,186,391,631,273,156,118,84,164
Bend,OR,185,0,0,0,0,25,20,151,140,207,240,248,457,805,602,9405,1585,5342,12533,5836,15602,5978,2040,802,715,2561,999,1454,2459,1490,189,2253,4449,2806,1699,1814,1127,1360,1311
Bennettsville,SC,249,0,0,4,1,36,32,53,135,30,189,357,573,610,431,2839,730,359,1359,350,525,279,35,19,25,24,20,18,146,62,0,128,98,194,45,35,34,14,69
Bennington,VT,81,0,0,2,4,0,0,0,29,39,131,133,222,314,59,2411,365,631,876,497,1680,461,127,77,37,77,72,133,306,51,9,264,449,353,250,160,125,105,162
Benson,AZ,31,0,0,0,0,30,0,0,57,11,46,29,52,79,69,710,150,323,504,257,289,139,35,89,68,32,30,8,28,93,0,146,49,19,10,39,10,8,12
Benson,MN,6,0,0,0,11,0,0,0,10,0,79,10,67,132,28,822,40,99,372,251,289,66,17,21,7,39,0,6,33,48,10,56,24,120,4,27,8,16,42
Benson,NC,24,0,0,0,0,60,0,0,109,98,13,129,47,15,68,318,30,60,578,163,393,82,46,0,11,19,11,7,40,11,0,19,82,118,12,134,38,12,26
Benton,IL,88,0,0,0,0,0,1,0,75,6,98,111,110,252,164,1239,267,678,623,632,713,205,46,17,30,20,25,36,33,47,0,137,161,392,13,7,24,29,101
Benton,KY,26,0,5,0,0,10,0,21,4,34,178,46,53,39,9,934,253,259,458,167,289,265,65,0,0,30,44,35,0,36,0,84,120,250,0,25,0,0,11
Benton,LA,20,0,0,0,0,0,0,93,3,3,11,14,29,51,24,913,85,196,500,328,616,463,60,33,2,34,22,35,60,71,0,217,496,129,22,21,57,0,61
Benton City,WA,20,0,0,19,3,42,0,16,58,13,27,55,40,50,41,600,139,206,560,260,277,90,5,16,23,22,0,34,23,28,0,43,61,89,17,8,30,14,0
Benton Harbor--St. Joseph--Fair Plain,MI,392,9,10,2,23,95,47,124,272,84,514,526,858,1252,685,9848,1209,2682,6356,3662,7135,3662,793,320,458,494,451,423,817,1739,83,1102,2666,2195,408,520,404,440,772
Berea,KY,141,0,0,0,2,93,0,28,65,82,214,118,203,172,144,2607,786,680,1337,578,1366,804,137,212,94,332,21,171,194,68,36,276,227,515,208,145,70,114,265
Berlin,NH,74,0,0,2,0,0,0,12,12,0,180,135,215,192,236,2669,490,562,862,946,705,122,42,43,36,106,9,75,56,34,48,110,92,177,51,7,7,6,172
Berlin,WI,32,0,0,0,0,0,0,0,75,0,131,68,114,95,65,1251,203,150,369,196,217,90,23,7,0,38,0,5,43,14,0,78,56,99,9,13,10,0,31
Berne,IN,26,0,3,0,0,0,0,0,0,4,30,150,121,64,31,1379,299,220,326,296,424,262,38,0,11,15,24,17,21,9,2,60,178,318,10,31,4,11,61
Berrien Springs,MI,26,0,0,0,0,7,0,8,24,11,23,51,39,4,41,483,134,134,657,252,1465,911,177,236,55,101,36,186,98,114,54,479,252,315,179,853,121,21,112
Berryville,AR,37,0,0,0,0,16,13,0,168,18,177,143,122,47,18,1052,319,187,168,110,194,87,20,7,0,13,0,0,0,21,19,0,35,159,19,24,11,0,7
Berryville,VA,7,0,0,0,0,0,0,4,0,83,105,0,147,72,94,532,124,153,500,137,509,300,45,41,59,23,40,38,133,15,0,99,190,109,21,106,37,54,47
Bethany,MO,11,0,0,0,6,0,0,0,34,17,68,69,71,92,32,567,146,118,137,133,224,0,4,0,0,33,0,12,0,0,0,28,73,35,4,32,9,0,35
Bethel,AK,0,0,0,0,0,28,9,0,0,46,67,69,45,126,9,801,184,199,420,110,392,169,45,17,0,37,19,21,47,0,16,103,33,177,49,95,27,6,29
Bethel,OH,16,0,0,0,0,5,0,0,20,14,48,74,31,98,39,1122,91,126,160,154,157,59,14,0,0,18,0,29,5,0,0,41,30,64,7,14,5,9,13
Beulah,ND,37,0,0,0,0,8,0,3,0,22,102,17,20,38,0,533,48,154,414,335,300,75,11,19,0,39,9,9,5,23,0,99,129,75,0,12,0,0,36
Bicknell,IN,22,0,2,0,0,2,0,0,5,0,47,157,124,61,44,812,155,171,232,301,116,48,0,13,13,0,22,0,43,16,0,16,29,39,0,6,0,0,6
Big Bear City,CA,26,0,0,25,0,9,9,41,124,27,139,71,222,326,254,3503,147,768,2736,1423,1500,398,99,126,115,59,119,131,238,106,13,91,363,187,82,144,177,44,276
Big Lake,TX,90,0,0,0,0,15,12,79,148,5,22,125,72,47,49,697,87,165,228,16,121,48,0,9,0,11,0,7,0,16,0,15,34,77,6,18,0,0,0
Big Pine Key,FL,34,38,0,0,0,0,0,0,23,5,30,56,117,76,86,1843,169,588,1200,604,1563,587,171,120,90,210,113,125,238,195,0,193,469,337,35,183,158,25,185
Big Rapids,MI,42,0,0,0,0,0,0,27,0,13,59,46,102,217,46,1181,236,557,835,634,1148,614,107,153,74,182,65,59,66,73,3,275,347,443,132,115,22,130,212
Big Spring,TX,326,3,12,10,104,50,41,95,405,130,635,823,856,757,241,3578,2318,1883,2762,1514,1713,477,151,62,84,157,67,99,167,58,10,326,500,562,88,140,75,92,179
Big Stone Gap,VA,121,0,0,0,0,39,31,26,64,85,266,197,274,247,144,1332,494,279,986,400,685,178,52,88,35,136,0,25,19,26,0,130,211,214,26,105,8,0,105
Billings,MT,449,0,19,0,0,48,6,38,111,72,841,837,1208,1602,963,20345,4025,5892,14709,5882,16666,4523,1456,839,597,1945,960,961,1550,1193,190,3185,5383,4298,972,1279,875,741,1559
Binghamton,NY,1026,10,0,0,51,117,58,155,466,282,980,1260,1943,2584,1466,25456,5513,6676,11890,12838,16088,10052,1760,1439,1759,1721,1138,1697,3135,3125,129,3091,4142,4653,1782,1850,1001,609,1989
Birch Bay,WA,97,0,0,0,0,0,0,0,57,0,72,67,60,137,139,1894,329,761,1461,1130,1702,906,134,167,46,169,209,153,290,381,0,253,433,495,93,226,80,63,196
Birmingham,AL,3966,6,56,68,171,423,505,693,3268,1608,4043,6367,9784,13154,7508,103890,16954,27236,91750,39305,109755,43307,15833,8343,6770,12375,5619,7697,10563,11771,971,19971,48523,23356,7511,9106,6208,7957,11492
Bisbee,AZ,51,0,0,0,0,0,7,7,49,8,72,85,48,99,67,806,152,345,600,423,755,396,0,31,17,91,4,98,73,101,34,53,154,264,79,118,78,49,98
Biscoe,NC,49,0,0,29,0,4,53,19,102,0,120,92,131,68,17,443,107,66,157,172,92,17,0,0,0,5,0,4,4,5,0,8,27,28,3,3,6,0,16
Bishop,CA,256,0,0,0,0,2,0,32,124,2,64,128,42,114,130,2010,168,565,1139,459,1096,508,117,54,17,197,139,132,152,93,6,100,288,292,110,145,76,51,119
Bishop,TX,66,0,5,20,5,28,17,36,37,73,23,50,65,69,40,503,94,147,312,97,213,59,0,0,11,31,6,24,24,15,0,0,35,72,8,9,0,16,45
Bishopville,SC,50,0,0,0,0,31,17,18,57,17,59,133,238,228,126,954,292,264,330,249,196,31,10,0,20,22,0,14,10,22,0,0,46,4,17,32,16,34,0
Bismarck,ND,273,0,0,0,4,71,44,0,150,114,1713,309,656,601,492,13108,2296,4052,8668,8223,13794,3958,1178,837,827,1189,527,633,1148,1007,337,3329,4298,4066,884,802,404,605,1871
Blackfoot,ID,208,19,0,0,34,108,16,24,222,31,130,274,110,204,171,2252,459,947,1649,572,1362,337,79,38,58,195,66,51,147,91,11,151,386,434,46,38,44,24,234
Black River Falls,WI,44,0,0,0,0,3,0,0,4,18,80,95,199,121,41,1444,335,413,587,315,310,134,33,15,6,72,0,32,14,20,0,59,48,166,44,44,0,11,9
Blacksburg,VA,405,0,0,0,0,0,38,92,209,206,365,266,718,738,282,6771,1884,2063,5094,3473,11091,6046,1214,2920,1730,2682,1371,1191,1392,3243,249,1814,2304,2293,1161,1286,614,723,1328
Blackshear,GA,132,0,0,0,0,4,0,21,3,19,41,146,73,80,70,851,183,46,475,195,123,119,26,49,0,0,24,0,0,0,0,38,44,87,54,0,21,31,18
Blackstone,VA,113,0,0,0,0,0,51,0,0,121,5,17,30,16,161,759,55,34,331,100,282,165,26,0,45,15,0,0,29,0,0,26,44,49,146,24,73,0,36
